device,clicks_by_device,downloads_by_device,download_ratio_by_device
2716,2,0,0.0
2717,1,0,0.0
2718,1,0,0.0
2720,15,2,0.13333333333333333
2721,2,0,0.0
2723,2,1,0.5
2725,11,1,0.09090909090909091
2729,1,0,0.0
2731,11,0,0.0
2732,3,0,0.0
2736,1,0,0.0
2738,2,0,0.0
2742,2,0,0.0
2743,8,0,0.0
2747,3,0,0.0
2748,1,1,1.0
2750,2,1,0.5
2751,7,0,0.0
2752,3,0,0.0
2756,3,1,0.3333333333333333
2760,2,1,0.5
2761,12,0,0.0
2762,1,0,0.0
2763,2,0,0.0
2764,5,2,0.4
2765,1,0,0.0
2766,10,0,0.0
2767,2,0,0.0
2769,1,0,0.0
2771,4,0,0.0
2774,2,0,0.0
2777,1,0,0.0
2780,1,0,0.0
2783,1,0,0.0
2786,1,0,0.0
2787,3,1,0.3333333333333333
2788,8,2,0.25
2789,1,0,0.0
2790,1,0,0.0
2791,1,0,0.0
2792,1,0,0.0
2795,4,0,0.0
2799,7,0,0.0
2800,1,0,0.0
2801,2,1,0.5
2803,12,3,0.25
2805,1,0,0.0
2807,2,0,0.0
2808,4,0,0.0
2809,6,1,0.16666666666666666
2810,1,0,0.0
2812,9,0,0.0
2813,11,2,0.18181818181818182
2815,4,1,0.25
2817,1,0,0.0
2818,5,1,0.2
2819,1,0,0.0
2820,2,0,0.0
2823,1,0,0.0
2824,8,1,0.125
2826,10,1,0.1
2827,5,1,0.2
2829,1,0,0.0
2830,1,0,0.0
2834,3,0,0.0
2835,1,0,0.0
2836,8,2,0.25
2842,5,3,0.6
2844,2,0,0.0
2848,5,1,0.2
2849,13,3,0.23076923076923078
2850,9,0,0.0
2854,4,0,0.0
2855,1,0,0.0
2857,1,0,0.0
2858,4,1,0.25
2859,1,0,0.0
2862,2,0,0.0
2863,8,1,0.125
2865,7,3,0.42857142857142855
2870,8,0,0.0
2871,2,0,0.0
2872,3,2,0.6666666666666666
2874,2,0,0.0
2876,2,1,0.5
2886,4,2,0.5
2888,6,0,0.0
2889,3,0,0.0
2890,2,0,0.0
2896,3,0,0.0
2897,1,1,1.0
2898,5,0,0.0
2900,1,0,0.0
2906,4,0,0.0
2907,1,0,0.0
2910,2,0,0.0
2911,1,0,0.0
2916,2,0,0.0
2917,4,1,0.25
2922,1,0,0.0
2924,17,0,0.0
2925,4,0,0.0
2926,7,1,0.14285714285714285
2930,39,12,0.3076923076923077
2933,7,2,0.2857142857142857
2934,4,1,0.25
2935,8,1,0.125
2939,2,0,0.0
2940,2,1,0.5
2942,8,2,0.25
2944,2,0,0.0
2949,1,1,1.0
2950,1,0,0.0
2952,5,2,0.4
2953,1,1,1.0
2956,5,0,0.0
2959,2,0,0.0
2960,3,0,0.0
2962,1,0,0.0
2963,2,1,0.5
2968,1,0,0.0
2971,3,2,0.6666666666666666
2972,10,2,0.2
2974,2,0,0.0
2976,8,1,0.125
2977,5,0,0.0
2979,9,1,0.1111111111111111
2980,6,0,0.0
2981,1,0,0.0
2982,2,0,0.0
2984,1,0,0.0
2985,1,0,0.0
2987,2,0,0.0
2991,1,0,0.0
2994,3,0,0.0
2997,4,0,0.0
2998,2,0,0.0
2999,4,0,0.0
3000,2,0,0.0
3001,1,1,1.0
3002,6,0,0.0
3007,1,0,0.0
3009,12,3,0.25
3010,2,0,0.0
3012,1,1,1.0
3013,1,0,0.0
3014,6,3,0.5
3016,1,0,0.0
3018,2,0,0.0
3021,5,1,0.2
3023,1,0,0.0
3026,1,0,0.0
3027,2,0,0.0
3030,2,1,0.5
3031,1,0,0.0
3032,692891,4,5.772913777203052e-06
3033,1055,195,0.1848341232227488
3034,1,1,1.0
3035,4,1,0.25
3036,4,2,0.5
3037,1,0,0.0
3038,3,0,0.0
3039,2,0,0.0
3040,2,1,0.5
3041,2,0,0.0
3042,3,0,0.0
3043,15,2,0.13333333333333333
3044,6,0,0.0
3045,17,1,0.058823529411764705
3046,11,0,0.0
3047,3,1,0.3333333333333333
3048,2,0,0.0
3049,6,1,0.16666666666666666
3050,42,2,0.047619047619047616
3051,3,0,0.0
3052,3,0,0.0
3053,1,0,0.0
3054,8,0,0.0
3055,4,0,0.0
3056,1,0,0.0
3057,3,1,0.3333333333333333
3058,4,1,0.25
3059,1,0,0.0
3060,1,0,0.0
3061,3,0,0.0
3062,2,1,0.5
3063,4,1,0.25
3064,2,0,0.0
3065,1,0,0.0
3066,1,0,0.0
3067,2,0,0.0
3068,5,1,0.2
3069,1,0,0.0
3070,3,0,0.0
3071,7,1,0.14285714285714285
3072,1,0,0.0
3073,2,0,0.0
3074,2,0,0.0
3075,1,0,0.0
3076,1,0,0.0
3077,3,0,0.0
3078,4,0,0.0
3079,4,0,0.0
3080,5,0,0.0
3081,3,0,0.0
3082,1,0,0.0
3083,2,0,0.0
3084,10,1,0.1
3085,1,0,0.0
3086,4,1,0.25
3087,1,0,0.0
3088,7,2,0.2857142857142857
3089,4,0,0.0
3090,1,1,1.0
3091,2,1,0.5
3092,2,0,0.0
3093,2,0,0.0
3094,4,1,0.25
3095,1,0,0.0
3096,17,0,0.0
3097,3,0,0.0
3098,7,2,0.2857142857142857
3099,1,0,0.0
3100,5,2,0.4
3101,2,0,0.0
3102,5,0,0.0
3103,11,2,0.18181818181818182
3104,1,0,0.0
3105,6,2,0.3333333333333333
3106,24,1,0.041666666666666664
3107,1,0,0.0
3108,3,0,0.0
3109,1,1,1.0
3110,3,0,0.0
3111,2,0,0.0
3112,2,1,0.5
3113,1,0,0.0
3114,1,0,0.0
3115,3,0,0.0
3116,5,0,0.0
3117,3,1,0.3333333333333333
3118,10,3,0.3
3119,2,0,0.0
3120,1,0,0.0
3121,14,1,0.07142857142857142
3122,4,0,0.0
3123,7,1,0.14285714285714285
3124,19,1,0.05263157894736842
3125,5,0,0.0
3126,10,3,0.3
3127,6,0,0.0
3128,2,0,0.0
3129,2,0,0.0
3130,3,1,0.3333333333333333
3131,3,0,0.0
3132,3,2,0.6666666666666666
3133,7,3,0.42857142857142855
3134,4,1,0.25
3135,2,0,0.0
3136,2,0,0.0
3137,7,0,0.0
3138,3,1,0.3333333333333333
3139,5,1,0.2
3140,1,0,0.0
3141,8,0,0.0
3142,1,0,0.0
3143,3,1,0.3333333333333333
3144,2,0,0.0
3145,2,1,0.5
3146,2,0,0.0
3147,3,1,0.3333333333333333
3148,3,1,0.3333333333333333
3149,1,0,0.0
3150,3,1,0.3333333333333333
3151,5,0,0.0
3152,8,3,0.375
3153,1,0,0.0
3154,3,1,0.3333333333333333
3155,1,1,1.0
3156,7,0,0.0
3157,2,0,0.0
3158,2,0,0.0
3159,2,1,0.5
3160,12,4,0.3333333333333333
3161,8,0,0.0
3162,7,1,0.14285714285714285
3163,3,1,0.3333333333333333
3164,15,4,0.26666666666666666
3165,1,1,1.0
3166,1,0,0.0
3167,1,0,0.0
3168,1,0,0.0
3169,1,0,0.0
3170,7,1,0.14285714285714285
3171,2,0,0.0
3172,3,0,0.0
3173,1,0,0.0
3174,2,0,0.0
3175,3,0,0.0
3176,1,0,0.0
3177,1,0,0.0
3178,1,0,0.0
3179,2,0,0.0
3180,1,0,0.0
3181,5,0,0.0
3182,1,0,0.0
3183,6,1,0.16666666666666666
3184,1,1,1.0
3185,1,0,0.0
3186,3,0,0.0
3187,2,0,0.0
3188,4,0,0.0
3189,6,1,0.16666666666666666
3190,2,1,0.5
3191,1,0,0.0
3192,3,0,0.0
3193,1,0,0.0
3194,4,0,0.0
3195,1,0,0.0
3196,1,0,0.0
3197,6,2,0.3333333333333333
3198,1,0,0.0
3199,3,1,0.3333333333333333
3200,10,4,0.4
3201,1,0,0.0
3202,3,0,0.0
3203,9,2,0.2222222222222222
3204,2,1,0.5
3205,1,0,0.0
3206,6,0,0.0
3207,1,0,0.0
3208,1,0,0.0
3209,1,0,0.0
3210,10,1,0.1
3211,1,0,0.0
3212,3,0,0.0
3213,2,0,0.0
3214,1,0,0.0
3215,1,0,0.0
3216,4,0,0.0
3217,1,0,0.0
3218,1,0,0.0
3219,2,0,0.0
3220,2,0,0.0
3221,3,1,0.3333333333333333
3222,6,2,0.3333333333333333
3223,3,0,0.0
3224,4,1,0.25
3225,1,0,0.0
3226,21,2,0.09523809523809523
3227,5,0,0.0
3228,5,1,0.2
3229,2,1,0.5
3230,3,0,0.0
3231,2,1,0.5
3232,1,0,0.0
3233,3,2,0.6666666666666666
3234,1,0,0.0
3235,1,0,0.0
3236,5,1,0.2
3237,10,3,0.3
3238,5,1,0.2
3239,6,1,0.16666666666666666
3240,1,0,0.0
3241,1,1,1.0
3242,1,0,0.0
3243,3,0,0.0
3244,1,0,0.0
3245,1,0,0.0
3246,1,0,0.0
3247,1,0,0.0
3248,1,0,0.0
3249,4,0,0.0
3250,8,1,0.125
3251,4,0,0.0
3252,1,0,0.0
3253,3,1,0.3333333333333333
3254,5,2,0.4
3255,1,0,0.0
3256,3,0,0.0
3257,1,1,1.0
3258,1,0,0.0
3259,21,0,0.0
3260,9,0,0.0
3261,13,2,0.15384615384615385
3262,10,2,0.2
3263,1,0,0.0
3264,1,1,1.0
3265,1,1,1.0
3266,2,0,0.0
3267,16,3,0.1875
3268,1,1,1.0
3269,2,0,0.0
3270,1,0,0.0
3271,1,0,0.0
3272,1,0,0.0
3273,1,0,0.0
3274,2,0,0.0
3275,2,0,0.0
3276,1,0,0.0
3277,1,1,1.0
3278,1,0,0.0
3279,1,0,0.0
3280,5,0,0.0
3281,1,0,0.0
3282,6,1,0.16666666666666666
3283,3,1,0.3333333333333333
3284,5,1,0.2
3285,1,0,0.0
3286,1,1,1.0
3287,4,1,0.25
3288,2,1,0.5
3289,1,0,0.0
3290,1,0,0.0
3291,1,0,0.0
3292,2,0,0.0
3293,9,2,0.2222222222222222
3294,4,0,0.0
3295,5,0,0.0
3296,2,0,0.0
3297,1,0,0.0
3298,6,1,0.16666666666666666
3299,8,0,0.0
3300,2,0,0.0
3301,1,0,0.0
3302,1,0,0.0
3303,1,0,0.0
3304,2,0,0.0
3305,1,0,0.0
3306,2,0,0.0
3307,4,0,0.0
3308,4,1,0.25
3309,1,1,1.0
3310,1,0,0.0
3311,1,0,0.0
3312,3,0,0.0
3313,1,1,1.0
3314,2,0,0.0
3315,1,0,0.0
3316,1,0,0.0
3317,1,0,0.0
3318,1,0,0.0
3319,1,1,1.0
3320,2,1,0.5
3321,1,1,1.0
3322,2,0,0.0
3323,11,2,0.18181818181818182
3324,1,1,1.0
3325,1,1,1.0
3326,2,0,0.0
3327,2,0,0.0
3328,7,0,0.0
3329,9,3,0.3333333333333333
3330,7,1,0.14285714285714285
3331,3,2,0.6666666666666666
3332,1,1,1.0
3333,2,0,0.0
3334,1,0,0.0
3335,2,0,0.0
3336,2,0,0.0
3337,1,0,0.0
3338,2,0,0.0
3339,1,0,0.0
3340,1,1,1.0
3341,8,1,0.125
3342,1,0,0.0
3343,6,1,0.16666666666666666
3344,1,0,0.0
3345,13,0,0.0
3346,9,2,0.2222222222222222
3347,1,1,1.0
3348,1,1,1.0
3349,11,1,0.09090909090909091
3350,7,1,0.14285714285714285
3351,1,1,1.0
3352,5,1,0.2
3353,2,0,0.0
3354,1,0,0.0
3355,1,0,0.0
3356,2,0,0.0
3357,1,0,0.0
3358,1,1,1.0
3359,3,1,0.3333333333333333
3360,2,0,0.0
3361,2,0,0.0
3362,1,0,0.0
3363,2,1,0.5
3364,1,0,0.0
3365,7,3,0.42857142857142855
3366,2,0,0.0
3367,1,0,0.0
3368,6,1,0.16666666666666666
3369,2,1,0.5
3370,1,0,0.0
3371,5,0,0.0
3372,2,0,0.0
3373,7,2,0.2857142857142857
3374,2,0,0.0
3375,2,1,0.5
3376,2,0,0.0
3377,1,0,0.0
3378,1,0,0.0
3379,2,1,0.5
3380,2,0,0.0
3381,2,0,0.0
3382,8,0,0.0
3383,3,1,0.3333333333333333
3384,1,0,0.0
3385,1,1,1.0
3386,1,0,0.0
3387,1,0,0.0
3388,2,1,0.5
3389,1,0,0.0
3390,1,0,0.0
3391,2,0,0.0
3392,1,0,0.0
3393,6,1,0.16666666666666666
3394,1,0,0.0
3395,2,0,0.0
3396,3,1,0.3333333333333333
3397,4,2,0.5
3398,1,0,0.0
3399,4,0,0.0
3400,1,1,1.0
3401,2,0,0.0
3402,1,1,1.0
3403,4,2,0.5
3404,1,0,0.0
3405,4,0,0.0
3406,2,0,0.0
3407,1,1,1.0
3408,2,0,0.0
3409,3,0,0.0
3410,3,0,0.0
3411,3,0,0.0
3412,1,0,0.0
3413,1,0,0.0
3414,1,0,0.0
3415,1,0,0.0
3416,1,0,0.0
3417,2,0,0.0
3418,1,0,0.0
3419,5,0,0.0
3420,2,0,0.0
3421,6,0,0.0
3422,1,0,0.0
3423,1,0,0.0
3424,2,1,0.5
3425,1,0,0.0
3426,1,0,0.0
3427,2,0,0.0
3428,1,0,0.0
3429,3,0,0.0
3430,1,0,0.0
3431,1,0,0.0
3432,1,1,1.0
3433,2,1,0.5
3434,5,1,0.2
3435,1,0,0.0
3436,4,0,0.0
3437,3,0,0.0
3438,1,1,1.0
3439,2,0,0.0
3440,3,1,0.3333333333333333
3441,5,1,0.2
3442,3,0,0.0
3443,2,0,0.0
3444,7,2,0.2857142857142857
3445,1,0,0.0
3446,1,0,0.0
3447,2,0,0.0
3448,2,0,0.0
3449,2,0,0.0
3450,2,0,0.0
3451,2,0,0.0
3452,5,1,0.2
3453,2,0,0.0
3454,3,0,0.0
3455,2,1,0.5
3456,5,0,0.0
3457,14,3,0.21428571428571427
3458,4,0,0.0
3459,3,1,0.3333333333333333
3460,1,1,1.0
3461,2,0,0.0
3462,2,0,0.0
3463,2,0,0.0
3464,1,0,0.0
3465,1,1,1.0
3466,3,0,0.0
3467,4,0,0.0
3468,4,1,0.25
3469,1,0,0.0
3470,3,0,0.0
3471,1,0,0.0
3472,5,0,0.0
3473,2,0,0.0
3474,1,1,1.0
3475,1,0,0.0
3476,2,0,0.0
3477,3,1,0.3333333333333333
3478,1,0,0.0
3479,5,0,0.0
3480,2,0,0.0
3481,2,1,0.5
3482,3,0,0.0
3483,2,1,0.5
3484,5,0,0.0
3485,5,0,0.0
3486,2,0,0.0
3487,3,1,0.3333333333333333
3488,1,0,0.0
3489,1,0,0.0
3490,6,2,0.3333333333333333
3491,4,0,0.0
3492,2,1,0.5
3493,3,0,0.0
3494,1,0,0.0
3495,3,0,0.0
3496,2,1,0.5
3497,2,0,0.0
3498,3,0,0.0
3499,2,0,0.0
3500,3,2,0.6666666666666666
3501,2,0,0.0
3502,2,0,0.0
3503,1,0,0.0
3504,1,0,0.0
3505,3,1,0.3333333333333333
3506,1,1,1.0
3507,2,0,0.0
3508,1,0,0.0
3509,1,0,0.0
3510,3,1,0.3333333333333333
3511,2,0,0.0
3512,1,0,0.0
3513,1,0,0.0
3514,2,0,0.0
3515,3,0,0.0
3516,2,0,0.0
3517,2,0,0.0
3518,3,1,0.3333333333333333
3519,3,0,0.0
3520,2,1,0.5
3521,4,0,0.0
3522,1,1,1.0
3523,2,0,0.0
3524,1,0,0.0
3525,1,1,1.0
3526,1,1,1.0
3527,1,0,0.0
3528,1,1,1.0
3529,2,0,0.0
3530,4,0,0.0
3531,1,0,0.0
3532,3,2,0.6666666666666666
3533,2,1,0.5
3534,3,0,0.0
3535,3,0,0.0
3536,1,1,1.0
3537,2,0,0.0
3538,1,0,0.0
3539,1,1,1.0
3540,1,0,0.0
3541,1,0,0.0
3542,4,0,0.0
3543,266596,3,1.1252982040240663e-05
3544,8,4,0.5
3545,1023,195,0.1906158357771261
3546,2,1,0.5
3547,1,0,0.0
3548,2,1,0.5
3549,3,1,0.3333333333333333
3550,2,0,0.0
3551,4,0,0.0
3552,1,1,1.0
3553,4,1,0.25
3554,1,1,1.0
3555,1,0,0.0
3556,1,1,1.0
3557,1,0,0.0
3558,6,0,0.0
3559,3,0,0.0
3560,2,0,0.0
3561,11,1,0.09090909090909091
3562,1,0,0.0
3563,2,0,0.0
3564,2,0,0.0
3565,1,0,0.0
3566,1,0,0.0
3567,4,1,0.25
3568,1,0,0.0
3569,1,0,0.0
3570,4,0,0.0
3571,2,1,0.5
3572,2,1,0.5
3573,10,1,0.1
3574,1,0,0.0
3575,1,0,0.0
3576,2,0,0.0
3577,6,0,0.0
3578,2,1,0.5
3579,5,0,0.0
3580,3,0,0.0
3581,1,0,0.0
3582,3,0,0.0
3583,1,0,0.0
3584,1,0,0.0
3585,1,0,0.0
3586,5,2,0.4
3587,1,1,1.0
3588,2,0,0.0
3589,1,0,0.0
3590,1,0,0.0
3591,2,1,0.5
3592,1,0,0.0
3593,1,0,0.0
3594,3,1,0.3333333333333333
3595,4,0,0.0
3596,3,0,0.0
3597,1,0,0.0
3598,4,1,0.25
3599,2,1,0.5
3600,8,1,0.125
3601,4,0,0.0
3602,2,0,0.0
3603,1,1,1.0
3604,1,0,0.0
3605,1,0,0.0
3606,1,0,0.0
3607,1,0,0.0
3608,1,1,1.0
3609,1,0,0.0
3610,5,1,0.2
3611,1,0,0.0
3612,1,0,0.0
3613,3,0,0.0
3614,1,0,0.0
3615,3,0,0.0
3616,2,0,0.0
3617,1,0,0.0
3618,13,0,0.0
3619,4,0,0.0
3620,4,0,0.0
3621,1,0,0.0
3622,1,0,0.0
3623,5,1,0.2
3624,2,0,0.0
3625,3,0,0.0
3626,1,0,0.0
3627,6,2,0.3333333333333333
3628,1,0,0.0
3629,3,0,0.0
3630,2,0,0.0
3631,1,0,0.0
3632,8,1,0.125
3633,5,2,0.4
3634,11,4,0.36363636363636365
3635,1,0,0.0
3636,1,0,0.0
3637,1,0,0.0
3638,1,0,0.0
3639,3,0,0.0
3640,4,0,0.0
3641,1,0,0.0
3642,1,0,0.0
3643,1,1,1.0
3644,1,0,0.0
3645,6,2,0.3333333333333333
3646,3,0,0.0
3647,3,1,0.3333333333333333
3648,1,0,0.0
3649,2,1,0.5
3650,1,0,0.0
3651,1,0,0.0
3652,3,1,0.3333333333333333
3653,1,0,0.0
3654,1,0,0.0
3655,6,0,0.0
3656,2,0,0.0
3657,2,0,0.0
3658,2,1,0.5
3659,2,0,0.0
3660,1,0,0.0
3661,2,0,0.0
3662,2,0,0.0
3663,5,0,0.0
3664,6,0,0.0
3665,1,0,0.0
3666,10,1,0.1
3667,1,1,1.0
3668,2,1,0.5
3669,1,0,0.0
3670,1,0,0.0
3671,1,0,0.0
3672,3,2,0.6666666666666666
3673,5,0,0.0
3674,9,1,0.1111111111111111
3675,2,0,0.0
3676,1,0,0.0
3677,1,0,0.0
3678,1,0,0.0
3679,3,1,0.3333333333333333
3680,1,0,0.0
3681,2,0,0.0
3682,1,0,0.0
3683,1,0,0.0
3684,4,0,0.0
3685,1,1,1.0
3686,1,0,0.0
3687,2,0,0.0
3688,1,0,0.0
3689,3,0,0.0
3690,1,0,0.0
3691,2,0,0.0
3692,1,0,0.0
3693,1,0,0.0
3694,1,0,0.0
3695,2,0,0.0
3696,1,0,0.0
3697,2,0,0.0
3698,4,1,0.25
3699,1,0,0.0
3700,1,0,0.0
3701,2,0,0.0
3702,1,0,0.0
3703,1,1,1.0
3704,1,1,1.0
3705,2,0,0.0
3706,2,0,0.0
3707,1,0,0.0
3708,5,1,0.2
3709,1,0,0.0
3710,11,0,0.0
3711,6,0,0.0
3712,1,0,0.0
3713,2,1,0.5
3714,1,0,0.0
3715,5,1,0.2
3716,1,1,1.0
3717,5,0,0.0
3718,4,0,0.0
3719,5,0,0.0
3720,1,0,0.0
3721,1,0,0.0
3722,1,1,1.0
3723,3,1,0.3333333333333333
3724,3,0,0.0
3725,7,1,0.14285714285714285
3726,1,0,0.0
3727,9,1,0.1111111111111111
3728,2,1,0.5
3729,2,1,0.5
3730,1,0,0.0
3731,1,0,0.0
3732,6,1,0.16666666666666666
3733,1,0,0.0
3734,2,0,0.0
3735,3,1,0.3333333333333333
3736,1,0,0.0
3737,3,1,0.3333333333333333
3738,1,0,0.0
3739,1,1,1.0
3740,4,1,0.25
3741,4,0,0.0
3742,3,2,0.6666666666666666
3743,1,0,0.0
3744,1,0,0.0
3745,1,0,0.0
3746,2,1,0.5
3747,1,0,0.0
3748,1,1,1.0
3749,6,1,0.16666666666666666
3750,5,1,0.2
3751,2,0,0.0
3752,1,0,0.0
3753,6,1,0.16666666666666666
3754,1,0,0.0
3755,1,0,0.0
3756,1,0,0.0
3757,1,1,1.0
3758,1,0,0.0
3759,2,0,0.0
3760,1,0,0.0
3761,1,0,0.0
3762,4,0,0.0
3763,1,0,0.0
3764,1,1,1.0
3765,1,1,1.0
3766,1,0,0.0
3767,4,0,0.0
3768,3,1,0.3333333333333333
3769,4,0,0.0
3770,3,1,0.3333333333333333
3771,2,1,0.5
3772,2,0,0.0
3773,3,0,0.0
3774,3,1,0.3333333333333333
3775,1,0,0.0
3776,1,0,0.0
3777,3,1,0.3333333333333333
3778,2,0,0.0
3779,2,0,0.0
3780,1,1,1.0
3781,3,1,0.3333333333333333
3782,1,1,1.0
3783,1,0,0.0
3784,2,0,0.0
3785,1,0,0.0
3786,1,0,0.0
3787,1,0,0.0
3788,1,1,1.0
3789,1,0,0.0
3790,5,0,0.0
3791,2,0,0.0
3792,7,2,0.2857142857142857
3793,2,0,0.0
3794,4,0,0.0
3795,50,0,0.0
3796,1,1,1.0
3797,1,1,1.0
3798,1,0,0.0
3799,1,1,1.0
3800,2,0,0.0
3801,1,0,0.0
3802,1,0,0.0
3803,1,0,0.0
3804,2,1,0.5
3805,2,0,0.0
3806,1,0,0.0
3807,1,0,0.0
3808,2,0,0.0
3809,1,0,0.0
3810,6,0,0.0
3811,2,0,0.0
3812,5,2,0.4
3813,1,0,0.0
3814,1,0,0.0
3815,1,0,0.0
3816,3,0,0.0
3817,1,0,0.0
3818,1,0,0.0
3819,2,0,0.0
3820,6,1,0.16666666666666666
3821,1,0,0.0
3822,2,1,0.5
3823,1,0,0.0
3824,2,0,0.0
3825,1,0,0.0
3826,3,0,0.0
3827,4,0,0.0
3828,1,0,0.0
3829,1,1,1.0
3830,1,0,0.0
3831,2,1,0.5
3832,2,0,0.0
3833,2,0,0.0
3834,2,1,0.5
3835,2,0,0.0
3836,1,0,0.0
3837,1,1,1.0
3838,2,0,0.0
3839,1,1,1.0
3840,1,1,1.0
3841,2,0,0.0
3842,1,0,0.0
3843,2,1,0.5
3844,2,0,0.0
3845,1,0,0.0
3846,1,0,0.0
3847,2,1,0.5
3848,1,0,0.0
3849,1,0,0.0
3850,2,0,0.0
3851,1,0,0.0
3852,3,1,0.3333333333333333
3853,2,0,0.0
3854,1,1,1.0
3855,1,0,0.0
3856,2,0,0.0
3857,1,0,0.0
3858,1,1,1.0
3859,3,0,0.0
3860,3,0,0.0
3861,2,1,0.5
3862,3,1,0.3333333333333333
3863,6,0,0.0
3864,2,0,0.0
3865,2,1,0.5
3866,178274,2,1.1218685843140335e-05
3867,1379,247,0.1791153009427121
3868,2,0,0.0
3869,6,0,0.0
3870,1,0,0.0
3871,1,0,0.0
3872,1,1,1.0
3873,1,1,1.0
3874,3,0,0.0
3875,2,1,0.5
3876,1,0,0.0
3877,2,0,0.0
3878,1,0,0.0
3879,1,0,0.0
3880,1,0,0.0
3881,3,0,0.0
3882,1,0,0.0
3883,2,0,0.0
3884,4,1,0.25
3885,8,0,0.0
3886,1,0,0.0
3887,1,0,0.0
3888,1,0,0.0
3889,2,0,0.0
3890,1,0,0.0
3891,7,0,0.0
3892,2,0,0.0
3893,6,1,0.16666666666666666
3894,1,0,0.0
3895,1,0,0.0
3896,1,0,0.0
3897,1,1,1.0
3898,1,0,0.0
3899,1,1,1.0
3900,2,0,0.0
3901,3,1,0.3333333333333333
3902,1,0,0.0
3903,2,1,0.5
3904,1,1,1.0
3905,6,1,0.16666666666666666
3906,1,0,0.0
3907,1,0,0.0
3908,2,1,0.5
3909,2,1,0.5
3910,1,0,0.0
3911,1,0,0.0
3912,2,0,0.0
3913,1,0,0.0
3914,6,0,0.0
3915,1,0,0.0
3916,1,0,0.0
3917,1,0,0.0
3918,8,0,0.0
3919,2,0,0.0
3920,1,0,0.0
3921,2,0,0.0
3922,1,0,0.0
3923,1,0,0.0
3924,1,0,0.0
3925,6,0,0.0
3926,1,0,0.0
3927,1,0,0.0
3928,2,0,0.0
3929,1,0,0.0
3930,1,0,0.0
3931,1,0,0.0
3932,1,0,0.0
3933,1,0,0.0
3934,1,0,0.0
3935,1,0,0.0
3936,1,1,1.0
3937,1,0,0.0
3938,1,0,0.0
3939,1,0,0.0
3940,15,0,0.0
3941,2,0,0.0
3942,1,0,0.0
3943,1,0,0.0
3944,1,0,0.0
3945,1,0,0.0
3946,1,0,0.0
3947,1,0,0.0
3948,1,0,0.0
3949,1,0,0.0
3950,1,0,0.0
3951,5,0,0.0
3952,1,0,0.0
3953,1,0,0.0
3954,1,0,0.0
3955,1,0,0.0
3956,1,0,0.0
3957,1,0,0.0
3958,1,0,0.0
3959,1,0,0.0
3960,1,0,0.0
3961,1,0,0.0
3962,1,0,0.0
3963,1,0,0.0
3964,1,0,0.0
3965,2,0,0.0
3966,1,0,0.0
3967,1,1,1.0
3968,1,0,0.0
3969,1,0,0.0
3970,1,0,0.0
3971,1,0,0.0
3972,1,0,0.0
3973,1,0,0.0
3974,1,0,0.0
3975,1,0,0.0
3976,1,1,1.0
3977,1,0,0.0
3978,1,0,0.0
3979,2,1,0.5
3980,1,0,0.0
3981,1,1,1.0
3982,1,0,0.0
3983,1,0,0.0
3984,1,0,0.0
3985,1,0,0.0
3986,3,0,0.0
3987,2,1,0.5
3988,2,1,0.5
3989,2,1,0.5
3990,1,0,0.0
3991,2,1,0.5
3992,1,0,0.0
3993,1,0,0.0
3994,2,0,0.0
3995,1,0,0.0
3996,1,1,1.0
3997,2,1,0.5
3998,1,0,0.0
3999,1,0,0.0
4000,1,0,0.0
4001,1,1,1.0
4002,1,0,0.0
4003,1,0,0.0
4004,2,1,0.5
4005,1,0,0.0
4006,1,0,0.0
4007,2,0,0.0
4008,1,0,0.0
4009,1,0,0.0
4010,1,0,0.0
4011,1,0,0.0
4012,1,0,0.0
4013,4,1,0.25
4014,1,0,0.0
4015,1,0,0.0
4016,1,0,0.0
4017,1,0,0.0
4018,4,1,0.25
4019,1,0,0.0
4020,4,1,0.25
4021,4,1,0.25
4022,1,0,0.0
4023,1,0,0.0
4024,4,0,0.0
4025,1,0,0.0
4026,3,1,0.3333333333333333
4027,1,1,1.0
4028,1,0,0.0
4029,1,0,0.0
4030,2,1,0.5
4031,1,1,1.0
4032,1,0,0.0
4033,1,0,0.0
4034,1,0,0.0
4035,2,0,0.0
4036,1,0,0.0
4037,1,0,0.0
4038,1,0,0.0
4039,2,1,0.5
4040,1,0,0.0
4041,1,0,0.0
4042,3,0,0.0
4043,1,0,0.0
4044,1,0,0.0
4045,1,0,0.0
4046,4,1,0.25
4047,1,0,0.0
4048,1,0,0.0
4049,4,0,0.0
4050,4,1,0.25
4051,3,0,0.0
4052,1,1,1.0
4053,1,0,0.0
4054,1,0,0.0
4055,1,0,0.0
4056,2,1,0.5
4057,1,0,0.0
4058,1,0,0.0
4059,1,0,0.0
4060,1,0,0.0
4061,2,0,0.0
4062,1,0,0.0
4063,2,1,0.5
4064,1,0,0.0
4065,2,1,0.5
4066,2,2,1.0
4067,1,1,1.0
4068,1,0,0.0
4069,2,0,0.0
4070,1,0,0.0
4071,2,0,0.0
4072,2,0,0.0
4073,1,0,0.0
4074,1,0,0.0
4075,1,1,1.0
4076,1,0,0.0
4077,1,0,0.0
4078,1,0,0.0
4079,1,0,0.0
4080,1,1,1.0
4081,1,0,0.0
4082,1,0,0.0
4083,2,0,0.0
4084,1,0,0.0
4085,2,0,0.0
4086,1,0,0.0
4087,2,0,0.0
